peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_type,peer_assignment_review_schema_part_order,peer_assignment_review_schema_part_prompt,peer_assignment_review_schema_part_maximum_score
"lPnnmgiwEeWCQyIAC5XEog@5","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"Yt0OUgjCEeWk6iIAC3_PpA@5","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@8","27","options",8,"最終用清晰黑線描出的等角圖輪廓，是否正確？",3
"hnL5aAjbEeWi2iIAC7RHVw@10","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@10","19","options",7,"本作業前視圖繪製的形狀與比例是否正確？",2
"hnL5aAjbEeWi2iIAC7RHVw@9","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"s8EwFwYvEeWW0yIAC5cQUQ@1","9","options",4,"本作業有無完整繪製出題目太極之特徵：大小相等、方向相反的兩個弧？",
"hnL5aAjbEeWi2iIAC7RHVw@9","7","options",2,"使用AutoCAD測量工具輔助檢查，是否正確畫出此半圓柱，尤其等角橢圓的連接？(包括線條的位置、尺寸長度、角度是否正確)",
"zwkOqgjdEeWeSiIACymIuA@1","1","yesNo",0,"是否有加入圖框檔？",
"lPnnmgiwEeWCQyIAC5XEog@8","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
"-biz_QZbEeW7kSIACySI9A@5","1","options",0,"有無完整繪製出題目太極之特徵：最外圍的大圓？",
"lPnnmgiwEeWCQyIAC5XEog@7","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"RqtD8gZEEeWUACIAC5cRqg@9","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"Yt0OUgjCEeWk6iIAC3_PpA@8","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"s8EwFwYvEeWW0yIAC5cQUQ@2","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",
"hnL5aAjbEeWi2iIAC7RHVw@10","7","options",2,"使用AutoCAD測量工具輔助檢查，是否正確畫出此半圓柱，尤其等角橢圓的連接？(包括線條的位置、尺寸長度、角度是否正確)",
"s8EwFwYvEeWW0yIAC5cQUQ@2","2","options",1,"本作業是否使用「正方形法」繪製所有圓與弧？",
"s8EwFwYvEeWW0yIAC5cQUQ@3","16","options",7,"本作業繪製的太極比例是否正確？",
"Yt0OUgjCEeWk6iIAC3_PpA@7","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
"Yt0OUgjCEeWk6iIAC3_PpA@9","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@5","23","options",8,"本作業前視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@5","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"-biz_QZbEeW7kSIACySI9A@3","10","multiLineInput",3,"若「沒有」畫出符合題目太極的全部特徵，其缺少的部分在 (自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@8","27","yesNo",8,"請用AutoCAD測量工具檢查，上視圖與前視圖的「寬度」是否一致？",1
"lPnnmgiwEeWCQyIAC5XEog@10","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"f3MV8QimEeWTpSIAC4-MSg@2","11","options",4,"是否有繪製足夠達到上題之條件，通過中心並與兩同心圓相交的任意直線，以求的足夠的交點？",
"lPnnmgiwEeWCQyIAC5XEog@10","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@9","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@5","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"zwkOqgjdEeWeSiIACymIuA@1","","multiLineInput",2,"",
"f3MV8QimEeWTpSIAC4-MSg@3","2","yesNo",1,"是否有畫出互相垂直的十字軸？",
"hnL5aAjbEeWi2iIAC7RHVw@4","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@4","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@2","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"hnL5aAjbEeWi2iIAC7RHVw@5","18","multiLineInput",5,"總體來說，我覺得這份圖可以繪製的更好，如果_____________(自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@1","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@6","2","yesNo",1,"右上角區塊中，是否從中心向右上角繪製一條45度的直線？",1
"f3MV8QimEeWTpSIAC4-MSg@5","2","yesNo",1,"是否有畫出互相垂直的十字軸？",
"ZAMmhwiXEeW3OCIAC44JnQ@4","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"hnL5aAjbEeWi2iIAC7RHVw@6","7","options",2,"使用AutoCAD測量工具輔助檢查，是否正確畫出此半圓柱，尤其等角橢圓的連接？(包括線條的位置、尺寸長度、角度是否正確)",
"zwkOqgjdEeWeSiIACymIuA@4","2","yesNo",1,"是否有放入EG Cube#3 三視圖？",
"zwkOqgjdEeWeSiIACymIuA@2","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"lPnnmgiwEeWCQyIAC5XEog@9","50","multiLineInput",18,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"RqtD8gZEEeWUACIAC5cRqg@9","2","options",1,"是否有完整繪製茶壺「壺身」的部分？",
"-biz_QZbEeW7kSIACySI9A@3","11","yesNo",4,"這個太極內部的兩小圓之圓心與兩弧之弧心，是否位在同ㄧ直線上？",
"mOdhnQjIEeWRIiIAC9lFJw@8","2","options",1,"立體模型的兩軸水平線，在等角圖上是否與水平底線夾30度，如圖所示？",2
"Yt0OUgjCEeWk6iIAC3_PpA@10","26","yesNo",7,"請用AutoCAD測量工具檢查，上視圖與右側視圖的「深度」是否一致？",1
"hnL5aAjbEeWi2iIAC7RHVw@2","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"Yt0OUgjCEeWk6iIAC3_PpA@10","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@9","37","multiLineInput",12,"對於兩拋物線的比較敘述，我有不同意見，像是_____________________(自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@11","7","options",2,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","8","options",4,"是否繪製出矩形等分點的垂直延伸線？",
"lPnnmgiwEeWCQyIAC5XEog@4","11","options",5,"本作業上視圖的線條使用是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@5","38","options",12,"上視圖是否有向右延伸的水平線，觸及45度斜線，從該交點作向下延伸的垂直線，以得到右側視圖的「深度」？",2
"mOdhnQjIEeWRIiIAC9lFJw@7","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"zwkOqgjdEeWeSiIACymIuA@3","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"lPnnmgiwEeWCQyIAC5XEog@8","34","options",11,"右側視圖的線條使用是否正確？",2
"Yt0OUgjCEeWk6iIAC3_PpA@5","28","yesNo",9,"請用AutoCAD測量工具檢查，前視圖與右側視圖的「高度」是否一致？",1
"RqtD8gZEEeWUACIAC5cRqg@9","23","options",7,"繪製的茶壺外觀比例是否精準？",
"-biz_QZbEeW7kSIACySI9A@6","13","yesNo",6,"這個太極的尺寸比例是否符合題目規定？",
"ZAMmhwiXEeW3OCIAC44JnQ@5","4","options",3,"是否在矩形框上以四等分與八等分正確的分段？(四等分為四段三個等分點，八等分為八段七個等分點，有清楚標示出等分即可，不一定需使用x符號)",
"RqtD8gZEEeWUACIAC5cRqg@8","6","options",2,"是否完整繪製茶壺「壺嘴」的部分？",
"Yt0OUgjCEeWk6iIAC3_PpA@3","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@6","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"lPnnmgiwEeWCQyIAC5XEog@7","23","options",8,"本作業前視圖的線條使用是否正確？",2
"mOdhnQjIEeWRIiIAC9lFJw@7","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"Yt0OUgjCEeWk6iIAC3_PpA@10","7","options",2,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"ZAMmhwiXEeW3OCIAC44JnQ@5","37","multiLineInput",12,"對於兩拋物線的比較敘述，我有不同意見，像是_____________________(自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@4","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"mOdhnQjIEeWRIiIAC9lFJw@6","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"mOdhnQjIEeWRIiIAC9lFJw@7","27","options",8,"最終用清晰黑線描出的等角圖輪廓，是否正確？",3
"hnL5aAjbEeWi2iIAC7RHVw@10","18","multiLineInput",5,"總體來說，我覺得這份圖可以繪製的更好，如果_____________(自由選填)",
"RqtD8gZEEeWUACIAC5cRqg@11","18","options",5,"<co-content><text>是否完整繪製茶壺壺蓋上「壺鈕」的部分？</text></co-content>",
"lPnnmgiwEeWCQyIAC5XEog@6","30","options",10,"右側視圖繪製的形狀與比例是否正確？",2
"ZAMmhwiXEeW3OCIAC44JnQ@7","17","options",7,"是否有標註出拋物線上的點？即由頂點發散的延伸線與平行線的相交，而連結成最終拋物線的數個點。",
"Yt0OUgjCEeWk6iIAC3_PpA@6","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"mOdhnQjIEeWRIiIAC9lFJw@9","27","options",8,"最終用清晰黑線描出的等角圖輪廓，是否正確？",3
"hnL5aAjbEeWi2iIAC7RHVw@5","1","yesNo",0,"是否利用等角視圖繪製？",1
"ZAMmhwiXEeW3OCIAC44JnQ@6","21","options",8,"四等分拋物線的交點，是否正確？",
"-biz_QZbEeW7kSIACySI9A@6","7","options",2,"有無完整繪製出題目太極之特徵：兩弧內的兩個小圓？",
"lPnnmgiwEeWCQyIAC5XEog@7","27","options",9,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@8","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"RqtD8gZEEeWUACIAC5cRqg@7","28","multiLineInput",9,"整體來說，我覺得這份圖（自由選填）",
"RqtD8gZEEeWUACIAC5cRqg@10","2","options",1,"是否有完整繪製茶壺「壺身」的部分？",
"lPnnmgiwEeWCQyIAC5XEog@6","19","options",7,"本作業前視圖繪製的形狀與比例是否正確？",2
"f3MV8QimEeWTpSIAC4-MSg@4","23","multiLineInput",7,"這份同心圓法畫的橢圓可以畫得更好，如果____________________(自由選填)",
"hnL5aAjbEeWi2iIAC7RHVw@3","","multiLineInput",4,"",
"zwkOqgjdEeWeSiIACymIuA@6","2","yesNo",1,"是否有放入EG Cube#3 三視圖？",
"zwkOqgjdEeWeSiIACymIuA@3","10","multiLineInput",6,"我覺得這份圖可以製作得更好，如果_______________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@11","12","options",4,"是否有以等角圓圓心為中心，繪製與等角圓相切，且長寬為圓的直徑的輔助方框？",3
"RqtD8gZEEeWUACIAC5cRqg@10","23","options",7,"繪製的茶壺外觀比例是否精準？",
"zwkOqgjdEeWeSiIACymIuA@7","4","options",3,"是否有標註尺寸？",
"Yt0OUgjCEeWk6iIAC3_PpA@12","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"Yt0OUgjCEeWk6iIAC3_PpA@3","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"lPnnmgiwEeWCQyIAC5XEog@8","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"mOdhnQjIEeWRIiIAC9lFJw@6","12","options",4,"是否有以等角圓圓心為中心，繪製與等角圓相切，且長寬為圓的直徑的輔助方框？",3
"s8EwFwYvEeWW0yIAC5cQUQ@2","6","options",3,"本作業有無完整繪製出題目太極之特徵：最外圍的大圓？",
"Yt0OUgjCEeWk6iIAC3_PpA@5","7","options",2,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"-biz_QZbEeW7kSIACySI9A@7","13","yesNo",6,"這個太極的尺寸比例是否符合題目規定？",
"Yt0OUgjCEeWk6iIAC3_PpA@10","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"Yt0OUgjCEeWk6iIAC3_PpA@6","26","yesNo",7,"請用AutoCAD測量工具檢查，上視圖與右側視圖的「深度」是否一致？",1
"f3MV8QimEeWTpSIAC4-MSg@2","15","options",5,"是否有畫出從任意直線與外圓交點，垂直往內的直線，以及從與內圓交點，水平往外的直線，而得到一橢圓上的交點‭?‬",
"lPnnmgiwEeWCQyIAC5XEog@4","3","yesNo",2,"是否有用清晰黑線描繪最終輪廓？",1
"mOdhnQjIEeWRIiIAC9lFJw@11","36","multiLineInput",10,"我覺得這份作業可以繪製的更好，如果________________(自由選填)",
"ZAMmhwiXEeW3OCIAC44JnQ@5","31","multiLineInput",10,"拋物線的交點並沒有正確標出，應該要_____________________(自由選填)",
"-biz_QZbEeW7kSIACySI9A@4","10","multiLineInput",3,"若「沒有」畫出符合題目太極的全部特徵，其缺少的部分在 (自由選填)",
"ZAMmhwiXEeW3OCIAC44JnQ@4","12","options",5,"是否繪製出拋物線頂點與左右兩側等分點的連線？",
"mOdhnQjIEeWRIiIAC9lFJw@3","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"-biz_QZbEeW7kSIACySI9A@7","15","multiLineInput",8,"整體來說，我覺得這份太極圖 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@10","2","yesNo",1,"右上角區塊中，是否從中心向右上角繪製一條45度的直線？",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","27","yesNo",8,"請用AutoCAD測量工具檢查，上視圖與前視圖的「寬度」是否一致？",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"-biz_QZbEeW7kSIACySI9A@3","12","multiLineInput",5,"",
"s8EwFwYvEeWW0yIAC5cQUQ@1","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",
"mOdhnQjIEeWRIiIAC9lFJw@12","27","options",8,"最終用清晰黑線描出的等角圖輪廓，是否正確？",3
"-biz_QZbEeW7kSIACySI9A@7","7","options",2,"有無完整繪製出題目太極之特徵：兩弧內的兩個小圓？",
"RqtD8gZEEeWUACIAC5cRqg@7","6","options",2,"是否完整繪製茶壺「壺嘴」的部分？",
"ZAMmhwiXEeW3OCIAC44JnQ@7","2","yesNo",1,"是否依題目規定使用平行四邊形法繪製兩拋物線？",
"mOdhnQjIEeWRIiIAC9lFJw@6","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"RqtD8gZEEeWUACIAC5cRqg@7","2","options",1,"是否有完整繪製茶壺「壺身」的部分？",
"ZAMmhwiXEeW3OCIAC44JnQ@7","16","multiLineInput",6,"在平行四邊形法的使用上，包括從矩形的繪製，等分，垂直輔助線，到頂點的連線，有些不足或錯誤的地方可以更好，如果____________________（自由選填）",
"Yt0OUgjCEeWk6iIAC3_PpA@11","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"RqtD8gZEEeWUACIAC5cRqg@6","6","options",2,"是否完整繪製茶壺「壺嘴」的部分？",
"RqtD8gZEEeWUACIAC5cRqg@11","23","options",7,"<co-content><text>繪製的茶壺外觀比例是否精準？</text></co-content>",
"ZAMmhwiXEeW3OCIAC44JnQ@4","21","options",8,"四等分拋物線的交點，是否正確？",
"Yt0OUgjCEeWk6iIAC3_PpA@9","1","options",0,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"RqtD8gZEEeWUACIAC5cRqg@5","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"mOdhnQjIEeWRIiIAC9lFJw@1","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"Yt0OUgjCEeWk6iIAC3_PpA@4","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"RqtD8gZEEeWUACIAC5cRqg@6","23","options",7,"繪製的茶壺外觀比例是否精準？",
"lPnnmgiwEeWCQyIAC5XEog@8","15","options",6,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"RqtD8gZEEeWUACIAC5cRqg@9","27","multiLineInput",8,"這個茶壺繪製的比例不佳，其不足之處在（自由選填）",
"ZAMmhwiXEeW3OCIAC44JnQ@7","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"mOdhnQjIEeWRIiIAC9lFJw@10","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"s8EwFwYvEeWW0yIAC5cQUQ@1","6","options",3,"本作業有無完整繪製出題目太極之特徵：最外圍的大圓？",
"lPnnmgiwEeWCQyIAC5XEog@6","34","options",11,"右側視圖的線條使用是否正確？",2
"-biz_QZbEeW7kSIACySI9A@6","14","multiLineInput",7,"若沒有符合題目規定的尺寸比例，其錯誤或不足的地方在 (自由選填)",
"lPnnmgiwEeWCQyIAC5XEog@5","19","options",7,"本作業前視圖繪製的形狀與比例是否正確？",2
"ZAMmhwiXEeW3OCIAC44JnQ@9","3","yesNo",2,"是否繪製出最外圍的矩形框？",
"ZAMmhwiXEeW3OCIAC44JnQ@10","32","options",11,"對四等分與八等分拋物線的比較敘述，是否合理？",
"zwkOqgjdEeWeSiIACymIuA@7","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"f3MV8QimEeWTpSIAC4-MSg@5","11","options",4,"是否有繪製足夠達到上題之條件，通過中心並與兩同心圓相交的任意直線，以求的足夠的交點？",
"lPnnmgiwEeWCQyIAC5XEog@9","45","yesNo",15,"上視圖繪製的模型寬度，是否與前視圖的寬度一致？",1
"RqtD8gZEEeWUACIAC5cRqg@8","18","options",5,"是否完整繪製茶壺壺蓋上「壺鈕」的部分？",
"mOdhnQjIEeWRIiIAC9lFJw@7","2","options",1,"立體模型的兩軸水平線，在等角圖上是否與水平底線夾30度，如圖所示？",2
"zwkOqgjdEeWeSiIACymIuA@4","10","multiLineInput",6,"我覺得這份圖可以製作得更好，如果_______________(自由選填)",
"ZAMmhwiXEeW3OCIAC44JnQ@3","4","options",3,"是否在矩形框上以四等分與八等分正確的分段？(四等分為四段三個等分點，八等分為八段七個等分點，有清楚標示出等分即可，不一定需使用x符號)",
"ZAMmhwiXEeW3OCIAC44JnQ@7","26","options",9,"八等分拋物線的交點，是否正確？",
"f3MV8QimEeWTpSIAC4-MSg@5","23","multiLineInput",7,"這份同心圓法畫的橢圓可以畫得更好，如果____________________(自由選填)",
"mOdhnQjIEeWRIiIAC9lFJw@11","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"RqtD8gZEEeWUACIAC5cRqg@9","22","multiLineInput",6,"這個茶壺可以繪製的更完整，如果（自由選填）",
"Yt0OUgjCEeWk6iIAC3_PpA@10","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"mOdhnQjIEeWRIiIAC9lFJw@6","5","options",2,"模型在等角圖中的寬度與深度比例是否正確？(2:1)",2
"f3MV8QimEeWTpSIAC4-MSg@2","7","options",3,"每1/4個橢圓是否皆由3個以上的交點所連結？(不含橢圓頂點)",
"lPnnmgiwEeWCQyIAC5XEog@7","46","options",16,"前視圖是否有向右延伸到右側視圖的水平線，以得到右側視圖的「高度」？",2
"f3MV8QimEeWTpSIAC4-MSg@4","11","options",4,"是否有繪製足夠達到上題之條件，通過中心並與兩同心圓相交的任意直線，以求的足夠的交點？",
"Yt0OUgjCEeWk6iIAC3_PpA@9","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"Yt0OUgjCEeWk6iIAC3_PpA@12","4","options",1,"本作業「前視圖」繪製的模型面向是否正確？(左下區塊)",1
"zwkOqgjdEeWeSiIACymIuA@5","3","yesNo",2,"是否有放入EG Cube#3 等角圖？",
"zwkOqgjdEeWeSiIACymIuA@6","8","yesNo",4,"EG Cube#3 三視圖使用的視角是否正確？(應為平面視圖)",
"lPnnmgiwEeWCQyIAC5XEog@2","1","yesNo",0,"是否畫出十字線將圖面分成四大區塊？",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","3","yesNo",2,"是否繪製出最外圍的矩形框？",
"lPnnmgiwEeWCQyIAC5XEog@7","34","options",11,"右側視圖的線條使用是否正確？",2
"Yt0OUgjCEeWk6iIAC3_PpA@11","29","multiLineInput",10,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"zwkOqgjdEeWeSiIACymIuA@7","9","yesNo",5,"EG Cube#3 等角圖使用的視角是否正確？(應為立體等角視圖)",
"RqtD8gZEEeWUACIAC5cRqg@10","1","yesNo",0,"是否保留作圖過程的輔助輕淡線？",
"s8EwFwYvEeWW0yIAC5cQUQ@3","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",
"f3MV8QimEeWTpSIAC4-MSg@3","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"ZAMmhwiXEeW3OCIAC44JnQ@4","16","multiLineInput",6,"在平行四邊形法的使用上，包括從矩形的繪製，等分，垂直輔助線，到頂點的連線，有些不足或錯誤的地方可以更好，如果____________________（自由選填）",
"lPnnmgiwEeWCQyIAC5XEog@6","27","options",9,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"Yt0OUgjCEeWk6iIAC3_PpA@5","10","options",3,"根據下圖之正確解答，本作業上視圖繪製的形狀、比例與線條使用是否正確？",3
"lPnnmgiwEeWCQyIAC5XEog@7","30","options",10,"右側視圖繪製的形狀與比例是否正確？",2
"lPnnmgiwEeWCQyIAC5XEog@9","27","options",9,"本作業「右側視圖」繪製的模型面向是否正確？(右下區塊)",1
"s8EwFwYvEeWW0yIAC5cQUQ@3","21","multiLineInput",9,"整體來說，我覺得這份作業（自由選填）",
"hnL5aAjbEeWi2iIAC7RHVw@3","12","options",3,"使用AutoCAD測量工具輔助檢查，是否正確畫出此部分？(包括線條的位置、尺寸長度、角度是否正確)",
"hnL5aAjbEeWi2iIAC7RHVw@8","17","multiLineInput",4,"某部分模型特徵沒有正確繪製的地方在_____________(自由選填)",
"zwkOqgjdEeWeSiIACymIuA@6","9","yesNo",5,"EG Cube#3 等角圖使用的視角是否正確？(應為立體等角視圖)",
"ZAMmhwiXEeW3OCIAC44JnQ@3","16","multiLineInput",6,"在平行四邊形法的使用上，包括從矩形的繪製，等分，垂直輔助線，到頂點的連線，有些不足或錯誤的地方可以更好，如果____________________（自由選填）",
"ZAMmhwiXEeW3OCIAC44JnQ@9","21","options",8,"四等分拋物線的交點，是否正確？",
"RqtD8gZEEeWUACIAC5cRqg@4","10","options",3,"是否完整繪製茶壺「把手」的部分？",
"RqtD8gZEEeWUACIAC5cRqg@7","23","options",7,"繪製的茶壺外觀比例是否精準？",
"lPnnmgiwEeWCQyIAC5XEog@9","41","yesNo",13,"上視圖繪製的模型深度，是否與右側視圖的深度一致？",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","29","multiLineInput",10,"綜合整體表現，我覺這份作業可以繪製的更好，如果_________________(自由填答)",
"mOdhnQjIEeWRIiIAC9lFJw@12","32","options",9,"立體模型中平行的線，此等角圖中呈現是否仍保持平行？",2
"lPnnmgiwEeWCQyIAC5XEog@8","4","options",3,"本作業「上視圖」繪製的模型面向是否正確？(左上區塊)",1
"hnL5aAjbEeWi2iIAC7RHVw@8","2","options",1,"使用AutoCAD測量工具輔助檢查，是否正確畫出此三角斜坡？(包括線條的位置、尺寸長度、角度是否正確)",
"mOdhnQjIEeWRIiIAC9lFJw@9","1","yesNo",0,"本作業是否保留作圖過程的輔助輕淡線？",1
"mOdhnQjIEeWRIiIAC9lFJw@8","8","options",3,"圓心是否在正確的位置上？",2
"ZAMmhwiXEeW3OCIAC44JnQ@5","16","multiLineInput",6,"在平行四邊形法的使用上，包括從矩形的繪製，等分，垂直輔助線，到頂點的連線，有些不足或錯誤的地方可以更好，如果____________________（自由選填）",
"Yt0OUgjCEeWk6iIAC3_PpA@11","26","yesNo",7,"請用AutoCAD測量工具檢查，上視圖與右側視圖的「深度」是否一致？",1
"ZAMmhwiXEeW3OCIAC44JnQ@9","26","options",9,"八等分拋物線的交點，是否正確？",
"ZAMmhwiXEeW3OCIAC44JnQ@5","8","options",4,"是否繪製出矩形等分點的垂直延伸線？",
"zwkOqgjdEeWeSiIACymIuA@2","1","yesNo",0,"是否有加入圖框檔？",
"f3MV8QimEeWTpSIAC4-MSg@2","2","yesNo",1,"是否有畫出互相垂直的十字軸？",
"ZAMmhwiXEeW3OCIAC44JnQ@5","12","options",5,"是否繪製出拋物線頂點與左右兩側等分點的連線？",
"ZAMmhwiXEeW3OCIAC44JnQ@10","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"ZAMmhwiXEeW3OCIAC44JnQ@6","26","options",9,"八等分拋物線的交點，是否正確？",
"zwkOqgjdEeWeSiIACymIuA@5","10","multiLineInput",6,"我覺得這份圖可以製作得更好，如果_______________(自由選填)",
"f3MV8QimEeWTpSIAC4-MSg@4","1","yesNo",0,"是否保留手繪過程的輕淡線？",
"RqtD8gZEEeWUACIAC5cRqg@11","14","options",4,"<co-content><text>是否完整繪製茶壺「壺蓋」的部分？</text></co-content>",
"lPnnmgiwEeWCQyIAC5XEog@9","7","options",4,"上視圖繪製的形狀與比例是否正確？",2
"Yt0OUgjCEeWk6iIAC3_PpA@8","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"Yt0OUgjCEeWk6iIAC3_PpA@5","27","yesNo",8,"請用AutoCAD測量工具檢查，上視圖與前視圖的「寬度」是否一致？",1
"Yt0OUgjCEeWk6iIAC3_PpA@7","25","multiLineInput",6,"以上三個視圖不完全正確，有些缺失在於______________(自由填答)",
"lPnnmgiwEeWCQyIAC5XEog@10","42","options",14,"上視圖是否有向下延伸到前視圖的垂直線，以得到前視圖的「寬度」？",2
"Yt0OUgjCEeWk6iIAC3_PpA@5","15","options",4,"根據下圖之正確解答，本作業前視圖繪製的形狀、比例與線條使用是否正確？",3
"hnL5aAjbEeWi2iIAC7RHVw@6","1","yesNo",0,"是否利用等角視圖繪製？",1
"zwkOqgjdEeWeSiIACymIuA@5","9","yesNo",5,"EG Cube#3 等角圖使用的視角是否正確？(應為立體等角視圖)",
"ZAMmhwiXEeW3OCIAC44JnQ@8","21","options",8,"四等分拋物線的交點，是否正確？",
"mOdhnQjIEeWRIiIAC9lFJw@10","22","multiLineInput",6,"我認為這份作業繪製等角圓的方式，有些錯誤在_____________(自由選填)",
"Yt0OUgjCEeWk6iIAC3_PpA@6","20","options",5,"根據下圖之正確解答，本作業右側視圖繪製的形狀、比例與線條使用是否正確？",3
