peer_assignment_id,peer_assignment_review_schema_part_id,peer_assignment_review_schema_part_option_id,peer_assignment_review_schema_part_option_text,peer_assignment_review_schema_part_option_score
"zwkOqgjdEeWeSiIACymIuA@5","2","No","No",
"RqtD8gZEEeWUACIAC5cRqg@6","1","No","No",
"mOdhnQjIEeWRIiIAC9lFJw@7","2","3","是，兩軸與水平線皆夾幾乎30度",2
"mOdhnQjIEeWRIiIAC9lFJw@10","32","34","部分應當為平行的線，沒有繪製平行",1
"mOdhnQjIEeWRIiIAC9lFJw@8","12","15","方框長寬明顯不是直徑",2
"lPnnmgiwEeWCQyIAC5XEog@6","27","29","否，對應到錯誤的面向，或看不出為何面向",0
"zwkOqgjdEeWeSiIACymIuA@7","8","No","No",
"s8EwFwYvEeWW0yIAC5cQUQ@3","6","7","<co-content><text>有</text></co-content>",
"lPnnmgiwEeWCQyIAC5XEog@8","19","20","完全正確",2
"lPnnmgiwEeWCQyIAC5XEog@7","42","43","有",2
"RqtD8gZEEeWUACIAC5cRqg@6","2","5","完全沒有繪製",
"lPnnmgiwEeWCQyIAC5XEog@9","23","25","部分不正確",1
"mOdhnQjIEeWRIiIAC9lFJw@12","27","28","<co-content><text>完全正確</text></co-content>",3
"lPnnmgiwEeWCQyIAC5XEog@8","30","32","部分不正確",1
"mOdhnQjIEeWRIiIAC9lFJw@12","32","33","<co-content><text>是，皆保持平行</text></co-content>",2
"hnL5aAjbEeWi2iIAC7RHVw@7","1","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@9","2","Yes","Yes",1
"Yt0OUgjCEeWk6iIAC3_PpA@9","28","Yes","Yes",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","28","No","No",0
"mOdhnQjIEeWRIiIAC9lFJw@6","12","13","是，完全正確",3
"Yt0OUgjCEeWk6iIAC3_PpA@6","10","14","幾乎完全不正確，或繪製的不是上視圖",0
"lPnnmgiwEeWCQyIAC5XEog@7","19","22","幾乎完全不正確，或繪製的不是前視圖",0
"mOdhnQjIEeWRIiIAC9lFJw@6","8","10","有些偏離，但還算準確",1
"RqtD8gZEEeWUACIAC5cRqg@8","6","7","相當完整",
"RqtD8gZEEeWUACIAC5cRqg@6","18","21","完全沒有繪製",
"-biz_QZbEeW7kSIACySI9A@7","11","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@5","7","8","是",1
"mOdhnQjIEeWRIiIAC9lFJw@8","12","13","是，完全正確",3
"Yt0OUgjCEeWk6iIAC3_PpA@11","15","19","幾乎完全不正確，或繪製的不是上視圖",0
"ZAMmhwiXEeW3OCIAC44JnQ@4","3","Yes","Yes",
"RqtD8gZEEeWUACIAC5cRqg@6","18","19","相當完整",
"mOdhnQjIEeWRIiIAC9lFJw@3","1","No","No",0
"RqtD8gZEEeWUACIAC5cRqg@9","14","17","完全沒有繪製",
"mOdhnQjIEeWRIiIAC9lFJw@2","1","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@9","27","28","是",1
"ZAMmhwiXEeW3OCIAC44JnQ@6","12","14","否，有畫出頂點連線，但繪製不完整 ",
"Yt0OUgjCEeWk6iIAC3_PpA@4","10","12","幾乎正確，僅小部分不正確",2
"lPnnmgiwEeWCQyIAC5XEog@9","42","44","沒有",0
"RqtD8gZEEeWUACIAC5cRqg@11","14","15","<co-content><text>相當完整</text></co-content>",
"ZAMmhwiXEeW3OCIAC44JnQ@8","12","15","否，沒有畫出頂點連線，或完全繪製錯誤",
"Yt0OUgjCEeWk6iIAC3_PpA@10","20","22","幾乎正確，僅小部分不正確",2
"ZAMmhwiXEeW3OCIAC44JnQ@5","26","29","標出的點皆不正確  ",
"mOdhnQjIEeWRIiIAC9lFJw@12","23","26","<co-content><text>兩面皆沒有完整繪製</text></co-content>",0
"RqtD8gZEEeWUACIAC5cRqg@8","18","19","相當完整",
"zwkOqgjdEeWeSiIACymIuA@5","2","Yes","Yes",
"Yt0OUgjCEeWk6iIAC3_PpA@5","28","Yes","Yes",1
"Yt0OUgjCEeWk6iIAC3_PpA@5","10","14","幾乎完全不正確，或繪製的不是上視圖",0
"lPnnmgiwEeWCQyIAC5XEog@5","38","39","有",2
"lPnnmgiwEeWCQyIAC5XEog@6","1","Yes","Yes",1
"ZAMmhwiXEeW3OCIAC44JnQ@5","2","Yes","Yes",
"ZAMmhwiXEeW3OCIAC44JnQ@5","21","22","是，標出的點皆為正確的交點",
"lPnnmgiwEeWCQyIAC5XEog@7","30","31","完全正確",2
"lPnnmgiwEeWCQyIAC5XEog@9","41","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@10","2","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@7","45","No","No",0
"mOdhnQjIEeWRIiIAC9lFJw@7","23","25","僅一面有完整繪製",1
"RqtD8gZEEeWUACIAC5cRqg@5","1","No","No",
"f3MV8QimEeWTpSIAC4-MSg@5","2","Yes","Yes",
"RqtD8gZEEeWUACIAC5cRqg@7","23","24","大致精準",
"lPnnmgiwEeWCQyIAC5XEog@7","19","21","部分不正確",1
"lPnnmgiwEeWCQyIAC5XEog@6","38","40","沒有",0
"s8EwFwYvEeWW0yIAC5cQUQ@1","2","4","否，看不出或未使用正方形法來繪製圓與弧",
"f3MV8QimEeWTpSIAC4-MSg@3","2","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@6","26","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@5","46","47","有",2
"ZAMmhwiXEeW3OCIAC44JnQ@10","1","No","No",
"RqtD8gZEEeWUACIAC5cRqg@8","10","11","相當完整",
"s8EwFwYvEeWW0yIAC5cQUQ@2","1","Yes","Yes",
"ZAMmhwiXEeW3OCIAC44JnQ@4","12","15","否，沒有畫出頂點連線，或完全繪製錯誤",
"lPnnmgiwEeWCQyIAC5XEog@7","38","40","沒有",0
"mOdhnQjIEeWRIiIAC9lFJw@7","27","30","部分描繪錯誤",1
"RqtD8gZEEeWUACIAC5cRqg@5","18","21","完全沒有繪製",
"hnL5aAjbEeWi2iIAC7RHVw@4","1","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@12","10","12","<co-content><text>幾乎正確，僅小部分不正確</text></co-content>",2
"Yt0OUgjCEeWk6iIAC3_PpA@3","4","5","是",1
"mOdhnQjIEeWRIiIAC9lFJw@9","8","10","有些偏離，但還算準確",1
"mOdhnQjIEeWRIiIAC9lFJw@12","18","19","<co-content><text>有完整畫出垂線並畫出弧</text></co-content>",4
"lPnnmgiwEeWCQyIAC5XEog@8","34","35","完全正確",2
"hnL5aAjbEeWi2iIAC7RHVw@2","1","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@5","34","37","幾乎完全不正確",0
"lPnnmgiwEeWCQyIAC5XEog@8","1","No","No",0
"ZAMmhwiXEeW3OCIAC44JnQ@10","17","20","<co-content><text>否，完全沒有標出拋物線交點 </text></co-content>",
"lPnnmgiwEeWCQyIAC5XEog@9","34","37","幾乎完全不正確",0
"RqtD8gZEEeWUACIAC5cRqg@6","6","9","完全沒有繪製",
"hnL5aAjbEeWi2iIAC7RHVw@2","2","6","完全沒有畫出",
"lPnnmgiwEeWCQyIAC5XEog@6","1","No","No",0
"s8EwFwYvEeWW0yIAC5cQUQ@2","16","17","是，與題目圖案相似",
"ZAMmhwiXEeW3OCIAC44JnQ@8","4","7","否，兩者皆沒有正確等分，或完全看不出其等分",
"RqtD8gZEEeWUACIAC5cRqg@8","1","Yes","Yes",
"lPnnmgiwEeWCQyIAC5XEog@6","45","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@8","3","No","No",0
"RqtD8gZEEeWUACIAC5cRqg@9","2","4","不完整",
"f3MV8QimEeWTpSIAC4-MSg@5","19","21","<co-content><text>有繪製完整橢圓，但部份省略或沒有用相同的方式繪製出來</text></co-content>",
"hnL5aAjbEeWi2iIAC7RHVw@3","2","3","完全正確",
"Yt0OUgjCEeWk6iIAC3_PpA@7","15","19","幾乎完全不正確，或繪製的不是上視圖",0
"lPnnmgiwEeWCQyIAC5XEog@3","3","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@6","34","36","部分不正確",1
"Yt0OUgjCEeWk6iIAC3_PpA@4","7","9","否，對應到錯誤的面向，或看不出為何面向",0
"zwkOqgjdEeWeSiIACymIuA@7","8","Yes","Yes",
"lPnnmgiwEeWCQyIAC5XEog@5","23","26","幾乎完全不正確",0
"hnL5aAjbEeWi2iIAC7RHVw@5","12","14","小部分不正確",
"lPnnmgiwEeWCQyIAC5XEog@6","41","No","No",0
"-biz_QZbEeW7kSIACySI9A@6","4","6","無",
"ZAMmhwiXEeW3OCIAC44JnQ@5","32","35","不合理",
"RqtD8gZEEeWUACIAC5cRqg@4","2","4","不完整",
"Yt0OUgjCEeWk6iIAC3_PpA@7","20","23","很大部分不正確",1
"hnL5aAjbEeWi2iIAC7RHVw@10","2","3","<co-content><text>完全正確</text></co-content>",
"lPnnmgiwEeWCQyIAC5XEog@8","19","21","部分不正確",1
"lPnnmgiwEeWCQyIAC5XEog@10","15","17","<co-content><text>是</text></co-content>",1
"mOdhnQjIEeWRIiIAC9lFJw@8","18","20","垂線繪製不正確，以至於弧繪製不正確",2
"Yt0OUgjCEeWk6iIAC3_PpA@5","20","22","幾乎正確，僅小部分不正確",2
"zwkOqgjdEeWeSiIACymIuA@1","2","Yes","Yes",
"-biz_QZbEeW7kSIACySI9A@3","11","Yes","Yes",
"Yt0OUgjCEeWk6iIAC3_PpA@8","27","Yes","Yes",1
"ZAMmhwiXEeW3OCIAC44JnQ@4","12","14","否，有畫出頂點連線，但繪製不完整 ",
"mOdhnQjIEeWRIiIAC9lFJw@8","18","19","有完整畫出垂線並畫出弧",4
"RqtD8gZEEeWUACIAC5cRqg@5","2","4","不完整",
"ZAMmhwiXEeW3OCIAC44JnQ@6","21","22","是，標出的點皆為正確的交點",
"ZAMmhwiXEeW3OCIAC44JnQ@5","12","13","是，兩者皆完整畫出頂點與兩側等分點的連線  ",
"mOdhnQjIEeWRIiIAC9lFJw@12","2","4","<co-content><text>其中一軸或兩軸皆明顯沒有夾30度</text></co-content>",0
"hnL5aAjbEeWi2iIAC7RHVw@6","7","8","完全正確",
"Yt0OUgjCEeWk6iIAC3_PpA@7","28","No","No",0
"RqtD8gZEEeWUACIAC5cRqg@6","6","8","不完整",
"mOdhnQjIEeWRIiIAC9lFJw@7","32","35","所有應當平行的線，幾乎都不平行",0
"zwkOqgjdEeWeSiIACymIuA@2","1","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@10","7","8","是",1
"mOdhnQjIEeWRIiIAC9lFJw@6","1","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@5","11","13","部分不正確",1
"mOdhnQjIEeWRIiIAC9lFJw@5","1","No","No",0
"hnL5aAjbEeWi2iIAC7RHVw@8","12","14","小部分不正確",
"f3MV8QimEeWTpSIAC4-MSg@3","3","4","有繪製出正確同心圓",
"lPnnmgiwEeWCQyIAC5XEog@9","19","20","完全正確",2
"Yt0OUgjCEeWk6iIAC3_PpA@12","27","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@4","7","8","是",1
"f3MV8QimEeWTpSIAC4-MSg@5","15","18","<co-content><text>完全沒有畫出</text></co-content>",
"Yt0OUgjCEeWk6iIAC3_PpA@9","15","19","幾乎完全不正確，或繪製的不是上視圖",0
"zwkOqgjdEeWeSiIACymIuA@4","3","Yes","Yes",
"ZAMmhwiXEeW3OCIAC44JnQ@6","32","33","合理，且敘述豐富",
"mOdhnQjIEeWRIiIAC9lFJw@11","18","19","有完整畫出垂線並畫出弧",4
"lPnnmgiwEeWCQyIAC5XEog@8","49","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@8","11","13","部分不正確",1
"hnL5aAjbEeWi2iIAC7RHVw@7","1","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@10","19","21","<co-content><text>部分不正確</text></co-content>",1
"lPnnmgiwEeWCQyIAC5XEog@10","3","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@6","38","39","有",2
"ZAMmhwiXEeW3OCIAC44JnQ@7","3","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@11","26","No","No",0
"ZAMmhwiXEeW3OCIAC44JnQ@6","8","10","否，有畫出垂直延伸線，但繪製不完整",
"hnL5aAjbEeWi2iIAC7RHVw@8","7","10","明顯不正確",
"Yt0OUgjCEeWk6iIAC3_PpA@6","28","Yes","Yes",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","1","No","No",
"-biz_QZbEeW7kSIACySI9A@6","7","9","無",
"Yt0OUgjCEeWk6iIAC3_PpA@9","20","24","幾乎完全不正確，或繪製的不是上視圖",0
"zwkOqgjdEeWeSiIACymIuA@4","9","Yes","Yes",
"Yt0OUgjCEeWk6iIAC3_PpA@6","20","21","完全正確",3
"mOdhnQjIEeWRIiIAC9lFJw@12","5","6","<co-content><text>是，非常近似2:1</text></co-content>",2
"Yt0OUgjCEeWk6iIAC3_PpA@9","7","9","否，對應到錯誤的面向，或看不出為何面向",0
"RqtD8gZEEeWUACIAC5cRqg@8","6","9","完全沒有繪製",
"hnL5aAjbEeWi2iIAC7RHVw@9","1","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@8","10","14","幾乎完全不正確，或繪製的不是上視圖",0
"Yt0OUgjCEeWk6iIAC3_PpA@5","7","9","否，對應到錯誤的面向，或看不出為何面向",0
"ZAMmhwiXEeW3OCIAC44JnQ@7","4","7","否，兩者皆沒有正確等分，或完全看不出其等分",
"lPnnmgiwEeWCQyIAC5XEog@2","2","Yes","Yes",1
"-biz_QZbEeW7kSIACySI9A@6","1","3","無",
"f3MV8QimEeWTpSIAC4-MSg@3","3","5","有繪製同心圓，但直徑錯誤",
"zwkOqgjdEeWeSiIACymIuA@7","4","7","<co-content><text>兩種圖皆沒有標註尺寸</text></co-content>",
"f3MV8QimEeWTpSIAC4-MSg@4","1","No","No",
"lPnnmgiwEeWCQyIAC5XEog@7","27","28","是",1
"Yt0OUgjCEeWk6iIAC3_PpA@8","1","2","是",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","12","14","否，有畫出頂點連線，但繪製不完整 ",
"mOdhnQjIEeWRIiIAC9lFJw@7","12","16","方寬長寬與中心皆明顯不正確",1
"ZAMmhwiXEeW3OCIAC44JnQ@6","26","29","標出的點皆不正確  ",
"lPnnmgiwEeWCQyIAC5XEog@3","3","No","No",0
"s8EwFwYvEeWW0yIAC5cQUQ@2","9","10","有",
"ZAMmhwiXEeW3OCIAC44JnQ@9","26","27","是，標出的點皆為正確的交點",
"ZAMmhwiXEeW3OCIAC44JnQ@4","8","9","是，兩者皆完整畫出垂直延伸線",
"hnL5aAjbEeWi2iIAC7RHVw@8","12","16","完全沒有畫出",
"ZAMmhwiXEeW3OCIAC44JnQ@6","1","No","No",
"hnL5aAjbEeWi2iIAC7RHVw@9","12","15","明顯不正確",
"lPnnmgiwEeWCQyIAC5XEog@9","15","18","否，對應到錯誤的面向，或看不出為何面向",0
"lPnnmgiwEeWCQyIAC5XEog@8","34","37","幾乎完全不正確",0
"zwkOqgjdEeWeSiIACymIuA@3","2","No","No",
"zwkOqgjdEeWeSiIACymIuA@5","4","5","是，三視圖與等角圖皆有標註",
"hnL5aAjbEeWi2iIAC7RHVw@5","12","13","完全正確",
"f3MV8QimEeWTpSIAC4-MSg@5","3","5","<co-content><text>有繪製同心圓，但直徑錯誤</text></co-content>",
"Yt0OUgjCEeWk6iIAC3_PpA@3","7","8","是",1
"hnL5aAjbEeWi2iIAC7RHVw@3","12","15","明顯不正確",
"mOdhnQjIEeWRIiIAC9lFJw@11","12","15","方框長寬明顯不是直徑",2
"Yt0OUgjCEeWk6iIAC3_PpA@6","20","23","很大部分不正確",1
"hnL5aAjbEeWi2iIAC7RHVw@4","7","10","明顯不正確",
"mOdhnQjIEeWRIiIAC9lFJw@1","1","No","No",0
"hnL5aAjbEeWi2iIAC7RHVw@6","7","9","小部分不正確",
"mOdhnQjIEeWRIiIAC9lFJw@11","32","33","是，皆保持平行",2
"lPnnmgiwEeWCQyIAC5XEog@8","23","26","幾乎完全不正確",0
"lPnnmgiwEeWCQyIAC5XEog@10","34","35","<co-content><text>完全正確</text></co-content>",2
"hnL5aAjbEeWi2iIAC7RHVw@5","12","15","明顯不正確",
"Yt0OUgjCEeWk6iIAC3_PpA@7","1","3","否，對應到錯誤的面向，或看不出為何面向",0
"RqtD8gZEEeWUACIAC5cRqg@4","14","16","",
"Yt0OUgjCEeWk6iIAC3_PpA@7","15","18","很大部分不正確",1
"mOdhnQjIEeWRIiIAC9lFJw@9","12","13","是，完全正確",3
"mOdhnQjIEeWRIiIAC9lFJw@9","18","19","有完整畫出垂線並畫出弧",4
"lPnnmgiwEeWCQyIAC5XEog@7","19","20","完全正確",2
"ZAMmhwiXEeW3OCIAC44JnQ@9","3","No","No",
"lPnnmgiwEeWCQyIAC5XEog@5","45","No","No",0
"ZAMmhwiXEeW3OCIAC44JnQ@6","32","35","不合理",
"ZAMmhwiXEeW3OCIAC44JnQ@7","26","27","是，標出的點皆為正確的交點",
"Yt0OUgjCEeWk6iIAC3_PpA@11","4","6","否，對應到錯誤的面向，或看不出為何面向",0
"hnL5aAjbEeWi2iIAC7RHVw@5","2","3","完全正確",
"mOdhnQjIEeWRIiIAC9lFJw@9","27","30","部分描繪錯誤",1
"RqtD8gZEEeWUACIAC5cRqg@8","2","3","相當完整",
"Yt0OUgjCEeWk6iIAC3_PpA@3","15","18","很大部分不正確",1
"Yt0OUgjCEeWk6iIAC3_PpA@8","20","22","幾乎正確，僅小部分不正確",2
"Yt0OUgjCEeWk6iIAC3_PpA@9","4","5","是",1
"mOdhnQjIEeWRIiIAC9lFJw@6","2","3","是，兩軸與水平線皆夾幾乎30度",2
"-biz_QZbEeW7kSIACySI9A@6","7","8","有",
"RqtD8gZEEeWUACIAC5cRqg@4","2","3","相當完整",
"lPnnmgiwEeWCQyIAC5XEog@7","46","48","沒有",0
"lPnnmgiwEeWCQyIAC5XEog@7","3","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@10","28","Yes","Yes",1
"f3MV8QimEeWTpSIAC4-MSg@5","7","8","<co-content><text>是，4個部分皆是由3個以上的交點連結</text></co-content>",
"Yt0OUgjCEeWk6iIAC3_PpA@5","10","11","完全正確",3
"lPnnmgiwEeWCQyIAC5XEog@10","2","No","No",0
"ZAMmhwiXEeW3OCIAC44JnQ@5","26","28","標出的點中，部分不是正確的點 ",
"lPnnmgiwEeWCQyIAC5XEog@4","11","12","完全正確",2
"f3MV8QimEeWTpSIAC4-MSg@3","15","17","有畫出，但不完全正確",
"RqtD8gZEEeWUACIAC5cRqg@5","23","24","大致精準",
"mOdhnQjIEeWRIiIAC9lFJw@4","1","Yes","Yes",1
"lPnnmgiwEeWCQyIAC5XEog@10","19","20","<co-content><text>完全正確</text></co-content>",2
"ZAMmhwiXEeW3OCIAC44JnQ@4","21","","",
"s8EwFwYvEeWW0yIAC5cQUQ@1","6","8","無",
"f3MV8QimEeWTpSIAC4-MSg@2","3","6","沒有畫出同心圓",
"zwkOqgjdEeWeSiIACymIuA@2","1","Yes","Yes",
"ZAMmhwiXEeW3OCIAC44JnQ@3","8","10","否，有畫出垂直延伸線，但繪製不完整",
"lPnnmgiwEeWCQyIAC5XEog@9","49","Yes","Yes",1
"RqtD8gZEEeWUACIAC5cRqg@5","18","20","不完整",
"ZAMmhwiXEeW3OCIAC44JnQ@6","3","No","No",
"hnL5aAjbEeWi2iIAC7RHVw@5","1","Yes","Yes",1
"RqtD8gZEEeWUACIAC5cRqg@5","23","26","有待加強",
"ZAMmhwiXEeW3OCIAC44JnQ@4","17","18","是，有標註出拋物線交點",
"f3MV8QimEeWTpSIAC4-MSg@3","15","16","有正確畫出",
"ZAMmhwiXEeW3OCIAC44JnQ@5","17","18","是，有標註出拋物線交點",
"zwkOqgjdEeWeSiIACymIuA@5","8","No","No",
"lPnnmgiwEeWCQyIAC5XEog@7","11","13","部分不正確",1
"mOdhnQjIEeWRIiIAC9lFJw@12","12","16","<co-content><text>方寬長寬與中心皆明顯不正確</text></co-content>",1
"lPnnmgiwEeWCQyIAC5XEog@7","11","12","完全正確",2
"lPnnmgiwEeWCQyIAC5XEog@8","42","43","有",2
"lPnnmgiwEeWCQyIAC5XEog@1","3","No","No",0
"mOdhnQjIEeWRIiIAC9lFJw@10","5","7","否，明顯比例不正確",0
"Yt0OUgjCEeWk6iIAC3_PpA@11","4","5","是",1
"lPnnmgiwEeWCQyIAC5XEog@5","34","36","部分不正確",1
"RqtD8gZEEeWUACIAC5cRqg@11","23","25","<co-content><text>部分不精準</text></co-content>",
"hnL5aAjbEeWi2iIAC7RHVw@5","2","4","小部分不正確",
"mOdhnQjIEeWRIiIAC9lFJw@9","2","4","其中一軸或兩軸皆明顯沒有夾30度",0
"lPnnmgiwEeWCQyIAC5XEog@4","15","18","否，對應到錯誤的面向，或看不出為何面向",0
"Yt0OUgjCEeWk6iIAC3_PpA@11","10","11","完全正確",3
"Yt0OUgjCEeWk6iIAC3_PpA@8","4","5","是",1
"-biz_QZbEeW7kSIACySI9A@6","11","No","No",
"RqtD8gZEEeWUACIAC5cRqg@9","6","9","完全沒有繪製",
"Yt0OUgjCEeWk6iIAC3_PpA@3","15","19","幾乎完全不正確，或繪製的不是上視圖",0
"lPnnmgiwEeWCQyIAC5XEog@9","23","24","完全正確",2
"ZAMmhwiXEeW3OCIAC44JnQ@9","26","30","完全沒有標出拋物線交點",
"lPnnmgiwEeWCQyIAC5XEog@8","41","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@9","49","No","No",0
"zwkOqgjdEeWeSiIACymIuA@4","8","No","No",
"lPnnmgiwEeWCQyIAC5XEog@2","1","No","No",0
"lPnnmgiwEeWCQyIAC5XEog@7","30","32","部分不正確",1
"hnL5aAjbEeWi2iIAC7RHVw@2","2","3","完全正確",
"lPnnmgiwEeWCQyIAC5XEog@5","34","35","完全正確",2
"ZAMmhwiXEeW3OCIAC44JnQ@7","32","36","沒有填寫",
"f3MV8QimEeWTpSIAC4-MSg@3","7","10","所有部分皆由不到3個交點",
"f3MV8QimEeWTpSIAC4-MSg@3","7","8","是，4個部分皆是由3個以上的交點連結",
"mOdhnQjIEeWRIiIAC9lFJw@5","2","4","其中一軸或兩軸皆明顯沒有夾30度",0
"lPnnmgiwEeWCQyIAC5XEog@4","15","17","是",1
"lPnnmgiwEeWCQyIAC5XEog@9","41","No","No",0
"zwkOqgjdEeWeSiIACymIuA@3","4","7","兩種圖皆沒有標註尺寸",
"mOdhnQjIEeWRIiIAC9lFJw@8","2","4","其中一軸或兩軸皆明顯沒有夾30度",0
"Yt0OUgjCEeWk6iIAC3_PpA@7","15","17","幾乎正確，僅小部分不正確",2
"s8EwFwYvEeWW0yIAC5cQUQ@2","6","7","有",
"lPnnmgiwEeWCQyIAC5XEog@6","4","5","是",1
"mOdhnQjIEeWRIiIAC9lFJw@12","23","24","<co-content><text>有，兩面皆完整繪製</text></co-content>",2
"-biz_QZbEeW7kSIACySI9A@4","7","8","有",
"lPnnmgiwEeWCQyIAC5XEog@7","15","18","否，對應到錯誤的面向，或看不出為何面向",0
"mOdhnQjIEeWRIiIAC9lFJw@11","18","20","垂線繪製不正確，以至於弧繪製不正確",2
"s8EwFwYvEeWW0yIAC5cQUQ@1","16","19","非常不正確",
"mOdhnQjIEeWRIiIAC9lFJw@7","18","19","有完整畫出垂線並畫出弧",4
"mOdhnQjIEeWRIiIAC9lFJw@10","12","13","是，完全正確",3
"ZAMmhwiXEeW3OCIAC44JnQ@4","4","7","否，兩者皆沒有正確等分，或完全看不出其等分",
"lPnnmgiwEeWCQyIAC5XEog@7","7","10","幾乎完全不正確，或繪製的不是上視圖",0
"RqtD8gZEEeWUACIAC5cRqg@7","14","16","不完整",
"mOdhnQjIEeWRIiIAC9lFJw@8","27","31","幾乎完全錯誤",0
"mOdhnQjIEeWRIiIAC9lFJw@5","5","6","是，非常近似2:1",2
"f3MV8QimEeWTpSIAC4-MSg@4","2","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@3","10","12","幾乎正確，僅小部分不正確",2
"Yt0OUgjCEeWk6iIAC3_PpA@9","20","21","完全正確",3
"hnL5aAjbEeWi2iIAC7RHVw@9","12","16","完全沒有畫出",
"lPnnmgiwEeWCQyIAC5XEog@5","3","Yes","Yes",1
"Yt0OUgjCEeWk6iIAC3_PpA@12","15","16","<co-content><text>完全正確</text></co-content>",3
"hnL5aAjbEeWi2iIAC7RHVw@9","7","11","完全沒有畫出",
"f3MV8QimEeWTpSIAC4-MSg@4","3","4","有繪製出正確同心圓",
"ZAMmhwiXEeW3OCIAC44JnQ@9","26","28","標出的點中，部分不是正確的點 ",
"Yt0OUgjCEeWk6iIAC3_PpA@11","26","Yes","Yes",1
"s8EwFwYvEeWW0yIAC5cQUQ@2","1","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@4","20","24","幾乎完全不正確，或繪製的不是上視圖",0
"RqtD8gZEEeWUACIAC5cRqg@10","18","20","不完整",
"-biz_QZbEeW7kSIACySI9A@5","7","9","無",
"Yt0OUgjCEeWk6iIAC3_PpA@5","20","24","幾乎完全不正確，或繪製的不是上視圖",0
"mOdhnQjIEeWRIiIAC9lFJw@9","32","35","所有應當平行的線，幾乎都不平行",0
"RqtD8gZEEeWUACIAC5cRqg@7","6","8","不完整",
"hnL5aAjbEeWi2iIAC7RHVw@4","2","6","完全沒有畫出",
"hnL5aAjbEeWi2iIAC7RHVw@10","7","8","<co-content><text>完全正確</text></co-content>",
"s8EwFwYvEeWW0yIAC5cQUQ@2","2","4","否，看不出或未使用正方形法來繪製圓與弧",
"-biz_QZbEeW7kSIACySI9A@3","7","9","無",
"hnL5aAjbEeWi2iIAC7RHVw@10","12","15","<co-content><text>明顯不正確</text></co-content>",
"Yt0OUgjCEeWk6iIAC3_PpA@9","26","No","No",0
"hnL5aAjbEeWi2iIAC7RHVw@3","7","8","完全正確",
"zwkOqgjdEeWeSiIACymIuA@6","4","6","僅其中一種圖有標註",
"lPnnmgiwEeWCQyIAC5XEog@10","1","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@10","4","5","是",1
"ZAMmhwiXEeW3OCIAC44JnQ@8","17","19","否，有標註出拋物線交點，但標註不完整",
"mOdhnQjIEeWRIiIAC9lFJw@7","27","29","幾乎正確，有一小部分描繪有誤",2
"lPnnmgiwEeWCQyIAC5XEog@6","19","22","幾乎完全不正確，或繪製的不是前視圖",0
"zwkOqgjdEeWeSiIACymIuA@3","4","5","是，三視圖與等角圖皆有標註",
"hnL5aAjbEeWi2iIAC7RHVw@4","7","8","完全正確",
"RqtD8gZEEeWUACIAC5cRqg@10","6","8","不完整",
"f3MV8QimEeWTpSIAC4-MSg@2","3","5","有繪製同心圓，但直徑錯誤",
"mOdhnQjIEeWRIiIAC9lFJw@10","27","30","部分描繪錯誤",1
"lPnnmgiwEeWCQyIAC5XEog@5","30","31","完全正確",2
"lPnnmgiwEeWCQyIAC5XEog@10","23","26","<co-content><text>幾乎完全不正確</text></co-content>",0
"lPnnmgiwEeWCQyIAC5XEog@8","2","Yes","Yes",1
"ZAMmhwiXEeW3OCIAC44JnQ@10","3","No","No",
"Yt0OUgjCEeWk6iIAC3_PpA@4","10","11","完全正確",3
"lPnnmgiwEeWCQyIAC5XEog@9","27","29","否，對應到錯誤的面向，或看不出為何面向",0
"lPnnmgiwEeWCQyIAC5XEog@1","1","No","No",0
"Yt0OUgjCEeWk6iIAC3_PpA@7","7","8","是",1
"Yt0OUgjCEeWk6iIAC3_PpA@8","20","24","幾乎完全不正確，或繪製的不是上視圖",0
