discussion_answer_id,taiwan_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"CVwsQhWEEeWHGCIACznL2w",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可以尝试刷新一下，等一等。还是看不到的话，我去截屏发给你</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-06-18 06:34:14.157,2015-06-18 06:34:14.157
"jOi1qhwVEeWmISIAC9QOog",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>对不起对不起，最近忙考试，视频没有看。画出弧来，用DIV</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","PJL28Rv1EeWmISIAC9QOog",2015-06-26 15:10:58.862,2015-06-26 15:10:58.862
"Kl4-sxowEeWHGCIACznL2w",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>之前有试过“系统恢复到指定时间”：开始-&gt;所有程序-&gt;附件-&gt;系统工具-&gt;系统还原。但是忘记这个办法有没有用了。实在没有办法，可以考虑重装下系统。</text></co-content>","AzTGsBPKEeWM2iIAC0KUpw","",2015-06-24 05:16:27.624,2015-06-24 05:16:27.624
"xvTVsxouEeWYoCIAC5MBcw",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>第一期课程有个QQ群</text></co-content>","HAcvxBmhEeWA7CIAC5WDNQ","",2015-06-24 05:06:31.342,2015-06-24 05:06:31.342
"NoVhMjQ1EeWV8SIACyyfnQ",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>顶上去</text></co-content>","7S-UIzKsEeWV8SIACyyfnQ","",2015-07-27 07:58:05.729,2015-07-27 07:58:05.729
"MRKBYiqYEeWIZyIAC0iPQg",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>http://jingyan.baidu.com/article/e3c78d644019e93c4c85f5f0.html</text><text>希望可以帮到你，一般mac和win版的cad快捷键通用。</text></co-content>","l6UyzynfEeWYVCIACyevdw","",2015-07-15 02:21:25.136,2015-07-15 02:21:25.136
"flyGoVeTEeWRLxJ9FkuKHQ",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>希望可以帮到你 http://zhidao.baidu.com/link?url=sK3y4KUNV8YUp7YLDZF5CyKyFImk25BJwCiMUkgFNWT22gkxw3p3sUULbbsqojyqhvjrfoJV-lNUQcT2I7BEvu_rW3T16RPwYEe5CqBo0Oe</text></co-content>","Jq4KgVbOEeWlfw4wZhJSZw","",2015-09-10 08:11:09.647,2015-09-10 08:11:09.647
"I8eHyEAjEeWv5woN2NNtkQ",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>希望这个帖子可以为你提供帮助 https://www.coursera.org/learn/2d-cad/module/L5nbS/discussions/FayOZRsoEeWd3iIAC7VAtA</text></co-content>","RYY3lz93EeWm9SIAC5HAew","",2015-08-11 12:18:57.298,2015-08-11 12:19:38.783
"PL33YU7zEeWUBw792DK9fQ",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>用回车或者空格</text></co-content>","i2VvWk7REeWUBw792DK9fQ","",2015-08-30 08:43:50.777,2015-08-30 08:43:50.777
"uhBvwxXIEeWHGCIACznL2w",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>http://yunpan.cn/cQcdaxLXJBYNY （提取码：eb55）</text><text>里面没有序号那张是第20题，截屏截不到序号，抱歉。其他都有序号。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-06-18 14:45:56.395,2015-06-18 14:45:56.395
"ZdfriSnvEeWx_CIAC0cNng",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可以把页面放大。</text></co-content>","u4hyOieVEeWSQSIAC5cRKQ","",2015-07-14 06:13:08.724,2015-07-14 06:13:08.724
"DvxdJxwcEeWd3iIAC7VAtA",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>把这个图上的HE七等分呀</text><img assetId=\"lMPCuRwbEeWZwgof2KHC4w\" alt=\"\"/><text/></co-content>","FayOZRsoEeWd3iIAC7VAtA","PJL28Rv1EeWmISIAC9QOog",2015-06-26 15:57:34.075,2015-06-26 15:57:34.075
"CsmRTSnwEeWYVCIACyevdw",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可以尝试用谷歌浏览器</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-07-14 06:17:45.454,2015-07-14 06:17:45.454
"VRttciqWEeWYVCIACyevdw",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可以尝试清一下缓存，或者升级一下浏览器。</text></co-content>","idyKoinwEeWmViIAC5MTmg","",2015-07-15 02:08:06.599,2015-07-15 02:08:06.599
"nn2uVCnuEeWIZyIAC0iPQg",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>不用客气，么么哒</text></co-content>","WrH8mhV8EeWHGCIACznL2w","uhBvwxXIEeWHGCIACznL2w",2015-07-14 06:07:34.266,2015-07-14 06:07:34.266
"tGIVbxx7EeWM2iIAC0KUpw",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>期待你能想出一种可以分完所有角都不用怕的方法，加油喔。</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","PJL28Rv1EeWmISIAC9QOog",2015-06-27 03:22:13.755,2015-06-27 03:22:13.755
"AkzbyjREEeWddiIAC9pDDA",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>还是老师在视频里教的方法，</text><text>平角取O为圆心，任意长为半径画半圆，</text><text>则D、F（三等分截屏里的DF）为一个点，</text><text>以D和相对应点为圆心，线段长为半径画弧交于G，则H即D、F点</text><text>7等分线段后，连接G与6个等分点，交于弧，连接此交点与圆心O</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","7_soFjQ6EeWNVyIAC0uErA",2015-07-27 09:44:00.568,2015-07-27 09:44:00.568
"qw9lqBwSEeWYoCIAC5MBcw",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>赞赞赞，图出的漂亮</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","PJL28Rv1EeWmISIAC9QOog",2015-06-26 14:50:20.957,2015-06-26 14:50:20.957
"7_soFjQ6EeWNVyIAC0uErA",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text/><img assetId=\"qYA_XzQ6EeWraRIT2hmMmw\" alt=\"\"/><text/></co-content>","FayOZRsoEeWd3iIAC7VAtA","",2015-07-27 08:39:04.363,2015-07-27 08:39:04.363
"PJL28Rv1EeWmISIAC9QOog",191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>做7次二等分</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","",2015-06-26 11:19:40.187,2015-06-26 11:19:40.187
"cWahMkSiEeWBcQqYSpqLgQ",c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我会努力的</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","Hgx9tUHWEeWBHArcQOD9cw",2015-08-17 05:40:18.261,2015-08-17 05:40:18.261
"WqSrCkSiEeWPFgp1wk3USw",c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>对啊，花了我5个多小时呢</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","vjVfK0IlEeWTMBKhOZsGeQ",2015-08-17 05:39:40.08,2015-08-17 05:39:40.08
"6vzZJT3MEeWnMCIAC9gGzQ",c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>当然啦！大家一起学CAD，一起分享，一起进步！</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","gZ4Q3j22EeWnMCIAC9gGzQ",2015-08-08 12:56:42.973,2015-08-08 12:56:42.973
"RVUgAkSkEeWBcQqYSpqLgQ",c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>其实也没什么厉害的，导入图片后一点一点描的，只要有耐心你也可以的</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","SR-tLkHKEeWBGw50Rft1Mw",2015-08-17 05:53:23.32,2015-08-17 05:53:23.32
"Emvz0SewEeWHPSIAC7MNfg",9302b7490c79ead5ea5c0ac601b90ed54e810d1e,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我也是的，打开其它同学扥作业发现，同样输入10，我们圆的大小完全不一样。我很认真对比了，并没有发现特殊的设置。。。好烦恼</text></co-content>","u4hyOieVEeWSQSIAC5cRKQ","",2015-07-11 09:34:48.146,2015-07-11 09:34:48.146
"Bg0tXCtrEeWL_SIACnuNyg",9302b7490c79ead5ea5c0ac601b90ed54e810d1e,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>在我的界面。如果我绘制了一个10个单位直径的圆再放大，会呈现出方切圆的样子。。</text><img assetId=\"9-yKqitqEeWN1RJ6FnnMyQ\" alt=\"\"/><text/></co-content>","u4hyOieVEeWSQSIAC5cRKQ","ZdfriSnvEeWx_CIAC0cNng",2015-07-16 03:30:36.769,2015-07-16 03:30:36.769
"SzontyttEeW2viIACxCtVw",9302b7490c79ead5ea5c0ac601b90ed54e810d1e,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>哦哦，正常了，谢谢~</text></co-content>","u4hyOieVEeWSQSIAC5cRKQ","ZdfriSnvEeWx_CIAC0cNng",2015-07-16 03:46:51.82,2015-07-16 03:46:51.82
"2lss7BTBEeWA7CIAC5WDNQ",b81910dac1005a7f53e176a6078d40155258d6ee,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>安裝完download manager之後要打開它讓它下載CAD的安裝文件，然後安裝CAD的時候才需要你輸入你的密鑰。</text></co-content>","5cGlwxQVEeWA7CIAC5WDNQ","",2015-06-17 07:24:12.932,2015-06-17 07:24:12.932
"rL098RVtEeWHGCIACznL2w",b81910dac1005a7f53e176a6078d40155258d6ee,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>TAT我知道有下载只是觉得还是在线学习比较方便。</text></co-content>","ejBUFRUHEeWd3iIAC7VAtA","45vdnRU5EeWA7CIAC5WDNQ",2015-06-18 03:54:09.837,2015-06-18 03:54:09.837
"vouPIxWMEeWHGCIACznL2w",955d69ea994f4dca2d02d2810b4f767645f1de11,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢您，我会认真学习的</text></co-content>","s5_X4hVnEeWA7CIAC5WDNQ","Ym2gyxWKEeWYoCIAC5MBcw",2015-06-18 07:36:34.109,2015-06-18 07:36:34.109
"IL0oNyB4EeWA7CIAC5WDNQ",600ffea7be99fc6d41bd2221911f92ac9ee55ff2,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可能是网速的问题，我也遇到，但过了一会儿，出来了。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-07-02 05:06:42.21,2015-07-02 05:06:42.21
"qhTxAR8oEeWHGCIACznL2w",7c4018e6519d57d9850d99f830ae587f10730a86,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>已经可以填写问卷了呢</text></co-content>","IL_PRxPOEeWHGCIACznL2w","",2015-06-30 13:05:21.732,2015-06-30 13:05:21.732
"2qT0KTdrEeWV8SIACyyfnQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>哈哈哈，原来是这样啊，你按CTRL+9组合键就出来了，CTRL+0是全屏哦。</text></co-content>","JtE9ATdWEeWF2iIACyygBg","",2015-07-31 10:06:47.394,2015-07-31 10:06:47.394
"Vla8JlzsEeWncxKXIFxpFQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>方法1：Ctrl+c》ctrl+v</text><text>方法2：插入》参照栏》附着</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","tuQT2VzYEeWqGw6RaHDb6w",2015-09-17 03:29:43.523,2015-09-17 03:29:43.523
"aZgb51tsEeWYng6rkEfI9w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>对症下药，先安装.net 4.5 framework</text></co-content>","SzT8KltrEeWkVgp3YUjFSw","",2015-09-15 05:41:29.084,2015-09-15 05:41:29.084
"T7CxKStsEeWVxyIAC4UJMQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>重新生成，<strong>re</strong>快捷键，就会显示正常了。</text></co-content>","u4hyOieVEeWSQSIAC5cRKQ","ZdfriSnvEeWx_CIAC0cNng",2015-07-16 03:39:49.811,2015-07-16 03:39:49.811
"Lqxs2x5aEeWYoCIAC5MBcw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>是的，谢谢细心的你指出这样的错误，根据圆柱体的俯视图可以看出，挖孔应该是对称的，所以从右视图中看到的也应该是对称的隐藏线。</text></co-content>","HtLEZRgUEeWd3iIAC7VAtA","",2015-06-29 12:27:18.361,2015-06-29 12:27:18.361
"beuDJkmPEeWpgBJUo9Z-Uw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>相对坐标是输入@x方向长度，y方向长度。</text><text>可以多几次尝试看画出来的效果是怎样的，更便于理解哦。</text></co-content>","U95kzUjMEeWxHxIGetKceQ","",2015-08-23 12:06:47.797,2015-08-23 12:06:47.797
"-HnGcRgYEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>請確認下載的為學生版，並且安裝時使用下載前 官方網站提供的序列號及密鑰進行安裝驗證。</text></co-content>","8vgoGRcGEeWHGCIACznL2w","",2015-06-21 13:25:23.168,2015-06-21 13:25:23.168
"dNRNFCMPEeWHGCIACznL2w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>明白</text></co-content>","lVP8sCFpEeWmISIAC9QOog","kmq4QyLpEeWYoCIAC5MBcw",2015-07-05 12:14:59.622,2015-07-05 12:14:59.622
"ZYrVuR5cEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>你好Kayla Tsai，不知道你遇到了什麼問題，可以把你遇見的問題詳細描述一下嗎？這樣可以得到其他學員及各位老師助教的幫助，以盡快解決你的問題。</text><text>如果課程中有任何問題，歡迎你來討論區提問、探討、分享。謝謝你的參與。</text></co-content>","kLowYh4MEeWd3iIAC7VAtA","",2015-06-29 12:43:09.409,2015-06-29 12:43:09.409
"Qwm_DGQOEeWWZw7H3umBFQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text/><img assetId=\"9KX_sWQNEeWsnwqg7P8S6Q\" alt=\"\"/><text>滞后的越来越严重了。</text><text>未通过评分的同学也请自我检查下自己的作业是否顺利上传。</text><text>大家多多互动合作呀！</text></co-content>","7S-UIzKsEeWV8SIACyyfnQ","NoVhMjQ1EeWV8SIACyyfnQ",2015-09-26 05:20:12.17,2015-09-26 05:20:12.17
"ahDTERgXEeWYoCIAC5MBcw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>锁点在简体中文版中叫做“捕捉”可以在cad操作界面右下方看见一排小图标，鼠标放在上面会有提示，多尝试。</text><text>输入osnap命令，草图设置界面有捕捉、栅格等的设置。</text><text/></co-content>","IlW9FxceEeWd3iIAC7VAtA","",2015-06-21 13:14:14.747,2015-06-21 13:14:14.747
"o92hvB8lEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>你好JIANG Xiuqin,感谢你的积极参与，我对你的问题有两种理解：</text><text>1、正常情況下标注文字是在基准线里面的，这样才能便于读图，标注形式有很多种，如下图：</text><img assetId=\"7pKRhh8iEeW6Ygqi9daOhw\" alt=\"\"/><text>当图形尺寸太小时，标注文字就不能处于标注线之间，这时我们就需要对其进行调整，以达到满足我们的要求。</text><text>所以大多数情况下，标注是应该是在基准线之间的，而不应该标注在外边或者其他地方。</text><text>2、文字的位置也是可以调整的，如下图中</text><img assetId=\"A1SFdh8lEeWLVQrVnJb2vQ\" alt=\"\"/><text>文字可以在准线的上面、下面、外面等。</text><text/><text>以上无论哪种情况，你都可以通过<strong>D</strong>imstyle  命令进入标注样式管理器中修改文字，线与箭头的样式及对他们位置进行调整。</text><text>希望可以解答你的问题，如还有问题，欢迎与我们沟通。            </text></co-content>","Z8qMLB29EeWYoCIAC5MBcw","",2015-06-30 12:43:42.813,2015-06-30 12:43:42.813
"GRSX2VtxEeWVrg78i3ja5Q",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>再试试吧，可以先不包含Language Pack安装。</text></co-content>","SzT8KltrEeWkVgp3YUjFSw","aZgb51tsEeWYng6rkEfI9w",2015-09-15 06:15:01.488,2015-09-15 06:15:01.488
"TO7g1x8mEeWA7CIAC5WDNQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>恩，我也覺得怪怪的，感覺都是正確答案，做了幾次都做錯了，看來我要回爐重造了，哈哈；用兩個瀏覽器查看了幾次作業說明，圖片確實顯示不出來，我會盡快與我們團隊反應這個情況，如有問題回及時更正。謝謝你的反饋。</text><img assetId=\"HWZMzB8mEeW_oQ74FYAfww\" alt=\"\"/><text/></co-content>","kLowYh4MEeWd3iIAC7VAtA","ZYrVuR5cEeWM2iIAC0KUpw",2015-06-30 12:48:26.461,2015-06-30 12:48:26.461
"39Fx8iRaEeWYoCIAC5MBcw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>是否有安装时的错误代码呢？可以根据错误页面的提示<em>百度一下</em>。</text></co-content>","Mao_cyONEeWM2iIAC0KUpw","",2015-07-07 03:47:22.537,2015-07-07 03:47:22.537
"p7QdCx8oEeWYoCIAC5MBcw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>画的不错，加油加油。</text></co-content>","VAoFJB45EeWmISIAC9QOog","",2015-06-30 13:05:17.742,2015-06-30 13:05:17.742
"kcFEaTKbEeWNVyIAC0uErA",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>你下载的是否是学生版的CAD？按照课程中的步骤下载应该先注册一个Autodesk账户，下载前系统会发送一个序列号和密钥到你的注册邮箱，使用序列号和密钥进行激活才可以。</text><text/></co-content>","3zZBXTFEEeWLEiIAC7PrLg","",2015-07-25 07:05:45.135,2015-07-25 07:05:45.135
"ok2Wwx8bEeWHGCIACznL2w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>你的操作沒問題，這是圖形顯示問題，在滿足視覺精度的前提下軟體盡可能的降低視覺配置，這樣可以降低內存的消耗，這樣的問題可以通過<strong>re</strong>gen命令重新生成模型，就會顯示正常了，希望我的描述你能夠理解，學習過程中有任何問題，歡迎你及時與我們探討，共同進步。</text></co-content>","fnyJwx5hEeWA7CIAC5WDNQ","",2015-06-30 11:32:05.224,2015-06-30 11:32:05.224
"rogQ5hXYEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>大家好，非常高兴能成为本期工程图学cad-2D课程的助教希望在接下来的3个月</text></co-content>","l3YWphV6EeWM2iIAC0KUpw","",2015-06-18 16:40:08.994,2015-06-18 16:40:41.646
"Xd2ZYThJEeWNVyIAC0uErA",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>最好最全的功能说明是F1帮助。</text></co-content>","JtE9ATdWEeWF2iIACyygBg","avoCfzf2EeWNVyIAC0uErA",2015-08-01 12:32:26.324,2015-08-01 12:32:26.324
"LmmWYlj9EeWYng6rkEfI9w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>182727968QQ群进来交流学习</text></co-content>","INjjh1e1EeWZ5g4_W5BoCw","RAQ7jlhkEeWYng6rkEfI9w",2015-09-12 03:20:13.331,2015-09-12 03:20:13.331
"O9M9nBPrEeWYoCIAC5MBcw",f6537d4cd87c3b93bde608ea394eda8d91c6cd55,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>显示</text></co-content>","IL_PRxPOEeWHGCIACznL2w","",2015-06-16 05:47:54.661,2015-06-16 05:47:54.661
"KWScrBPrEeWM2iIAC0KUpw",f6537d4cd87c3b93bde608ea394eda8d91c6cd55,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>对的</text></co-content>","IL_PRxPOEeWHGCIACznL2w","",2015-06-16 05:47:23.737,2015-06-16 05:47:37.689
"lvW-chPUEeWM2iIAC0KUpw",d34db49aa47eddcf3cf596d98f01d4a44e6d08d9,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我這邊也是這樣&gt; &lt;</text></co-content>","PadIhxPLEeWHGCIACznL2w","",2015-06-16 03:05:49.135,2015-06-16 03:05:49.135
"wLPS04CZEeWFDQ4Rhv_F_Q",d8b10dcf70c5711cc83568dd727a68638a4ccb03,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>感谢康老师的倾囊相授。感觉支持不够，希望老师和助教多多支持，谢谢！</text></co-content>","p3OS7oB7EeWZiRK7avAQuw","",2015-11-01 13:09:15.603,2015-11-01 13:09:15.603
"9B5yyyMrEeWM2iIAC0KUpw",daa5714dbddd74b3b89cab981d39dd14449c58bc,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我在电脑上连测验的页面都进不去T^T，在电话上面可以很快进去但是看不到图T^T求助</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-07-05 15:38:59.087,2015-07-05 15:38:59.087
"hN7ou-BzEeW-zxKg_WwtHw",2b858fb157664918faa20ecc7b3e0d83c08bee78,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我是搜索网页的时候无意中看到coursera的，从此就没退出个过这个网页。</text><text>学工程图学是因为一直对画图感兴趣，但是国内的CAD课程都是一本书，一本画图集，然后全靠悟。画到不明白的地方就上网搜，还得感谢现代科技的强大，网页会经常推送我常搜索的内容，然后就发现了这门工程图学，接着就学的停不下来了。我的爷爷是一名很厉害的工程师，我所生活的城市里的第一栋楼房就是我的爷爷组织建造的，所以对土木工程方面有着一种很深的感情。康老师的这门课让我觉得，在学习的过程中好像在追寻着爷爷当年的足迹。而且这门课不像国内的教材讲的很枯燥，又没有实用性，每段视频都不难，但是最后用学的东西能够拼出来一个可以称得上是成果的东东，就觉得好有成就感。</text><text>coursera是一个很好的平台，在这里发现了很多有意思又不好找的课，比如说之前修的法医学，以前都是在港剧里面才看到的东西，没想到也能学学哈哈。anyway,很好很强大哦！</text></co-content>","eYAXX-A-EeW_LA6kKeHOuw","",2016-03-02 12:37:25.973,2016-03-02 12:37:25.973
"zTdZBzqWEeWGtiIAC7XhOg",ded1381769b2dec6856dc1f20594ac2198e849a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>在专项课程的页面工程图学2D CAD的开始时间变成了2024年7月17日~是不是这个原因呢？</text></co-content>","ZjjXazqUEeWnMCIAC9gGzQ","",2015-08-04 10:51:46.713,2015-08-04 10:51:46.713
"5g3U_xQLEeWHGCIACznL2w",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Please at list provide English subtitle...Plz...It is awesome course.</text><text/></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-06-16 09:41:44.153,2015-06-16 09:41:44.153
"J_ZcCBfjEeWmISIAC9QOog",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>This a awesome course...Please provide English subtitle...please..Many of us are too much interested....PLease professors ....people make some arrangement for us!Please </text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-06-21 07:00:10.014,2015-06-21 07:00:10.014
"ENiBASPCEeWYoCIAC5MBcw",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>I need to say............awesome...........Thank you Sunny Yang. We have waited more than 6 months for the course so....we will wait for the English subtitles. Thank you very very much. </text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-07-06 09:33:31.792,2015-07-06 09:33:31.792
"CbyicBeDEeWd3iIAC7VAtA",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>PLease harry help us!!!</text><text>We want to learn these courses...please help us anyone....PLease</text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-06-20 19:32:07.618,2015-06-20 19:32:07.618
"kBUMIR1sEeWA7CIAC5WDNQ",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>please provide English subtitle....please .....All of us are so much interested !!!!</text></co-content>","ltnC-RZwEeWd3iIAC7VAtA","",2015-06-28 08:06:21.564,2015-06-28 08:06:21.564
"GAmjTBThEeWM2iIAC0KUpw",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Why there is no English subtitle????Why??????????????????????Please provide english subtitile...please!!!!!!!!!</text><text/></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-06-17 11:07:50.815,2015-06-17 11:07:50.815
"IRNDGh_aEeWd3iIAC7VAtA",1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>I know !!! But can they provide subtitle??? Please provide some!</text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-07-01 10:15:42.291,2015-07-01 10:15:42.291
"xSWeSvlDEeWTZBIrc0wCDw",03384c55324361a603e88aba31879ffa8b87abf0,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>use caption</text></co-content>","lLLJTffJEeW6Zw7gOA-Tyw","",2016-04-03 02:28:37.037,2016-04-03 02:28:37.037
"LTxrNhh2EeWd3iIAC7VAtA",4d16634dada9096f81644aaec4098487e4b29299,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>安不上，安了好多次，现在想删了重安都不行，，哭哭哭</text></co-content>","AzTGsBPKEeWM2iIAC0KUpw","",2015-06-22 00:32:34.881,2015-06-22 00:32:34.881
